language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,F,ppt,ppt_jpn,11,5,cas,casual,10.09,241.4,240.7,45.3,101.3,337.7,236.4,94.57,94.93,4.09,0.25,20.95,20.7,63.6,59.4,34.9,0.00818,0.00217,0.00401,0.0011,0.07939,0.07319,0.03087,3.59,-21.5,-24,16.7,0.1,0.00818,0.00217,0.07939,0.03087
Japanese,F,ppt,ppt_jpn,11,5,pol,polite,33.411,217.4,222.5,49.1,98.2,338.2,240,92.59,93.57,4.83,-0.31,21.1,21.4,60.4,54.5,34.6,0.01071,0.0032,0.0051,0.0014,0.09368,0.08291,0.03789,4.49,-18.6,-18.6,14.1,0.1369,0.01049,0.0032,0.09368,0.03789
Japanese,F,ppt,ppt_jpn,11,6,cas,casual,9.119,219.0,224.7,39.3,96.8,295.1,198.3,92.20,93.70,3.90,-0.57,18.73,19.3,67.1,63.8,35.8,0.00768,0.00209,0.00362,0.0011,0.07255,0.06548,0.0283,2.05,-18.7,-22.1,16.9,0.0771,0.00768,0.00209,0.07255,0.0283
Japanese,F,ppt,ppt_jpn,11,6,pol,polite,24.03,200.5,218.7,49,100,292.6,192.6,91.09,93.28,5.18,0.001,18.59,18.58,62.2,58.8,33.5,0.01002,0.0033,0.00508,0.0015,0.09055,0.07934,0.03801,2.04,-17.6,-17.9,14.4,0.1195,0.01002,0.0033,0.09055,0.03801
Japanese,F,ppt,ppt_jpn,13,1,cas,casual,8.146,212.4,211.7,39.8,90.3,300.1,209.8,92.37,92.71,4.02,-1.77,19.03,20.8,72.8,65.9,44.5,0.01017,0.00309,0.00565,0.0013,0.081,0.07736,0.02465,4.76,-20.3,-20.9,17.4,0.1148,0.01017,0.00309,0.081,0.02465
Japanese,F,ppt,ppt_jpn,13,1,pol,polite,17.751,214.7,231.9,54.5,87.5,318.6,231.1,92.2,94.29,5.56,-2.31,20.06,22.37,70.4,59.7,41.6,0.01014,0.00284,0.00454,0.0014,0.06315,0.05327,0.02102,7.52,-21.5,-21.5,19.3,0.0795,0.01014,0.00284,0.06312,0.021
Japanese,F,ppt,ppt_jpn,13,2,cas,casual,3.094,212.5,214.6,25.1,107.1,265.2,158.1,92.63,92.95,2.38,1.19,16.89,15.7,70.8,65.6,38.1,0.01236,0.00303,0.00562,0.0007,0.08872,0.08619,0.02947,5.22,-19.4,-17.5,16,0.0852,0.01236,0.00303,0.08872,0.02947
Japanese,F,ppt,ppt_jpn,13,2,pol,polite,5.832,223,230.5,26.7,101,290.2,189.3,93.45,94.18,2.53,0.17,18.41,18.24,68.2,59.6,41.6,0.01114,0.00273,0.0052,0.0009,0.08503,0.06009,0.02932,9.15,-21.1,-20.1,17.7,0.0903,0.01114,0.00273,0.08518,0.02941
Japanese,F,ppt,ppt_jpn,13,3,cas,casual,1.879,232.4,229.6,28.2,189.1,283.7,94.6,94.2,94.12,2.1,11.03,18.05,7.02,74.9,72.2,40.9,0.00899,0.00207,0.0041,0.0005,0.07419,0.05825,0.02183,8.22,-16.2,-22.2,19.5,0.0514,0.00899,0.00207,0.07419,0.02183
Japanese,F,ppt,ppt_jpn,13,3,pol,polite,1.697,242,252.3,34.5,110.7,291.6,180.9,94.79,95.75,3.07,1.76,18.53,16.77,75.5,71.9,26.8,0.00933,0.00235,0.00364,0.0008,0.07317,0.06656,0.02049,6.64,-19.9,-27,20.5,0.0566,0.00933,0.00235,0.07317,0.02049
Japanese,F,ppt,ppt_jpn,13,4,cas,casual,2.043,212.6,201.5,67.7,96.5,342.5,246,91.83,91.86,5.95,-0.62,21.31,21.93,71.1,64.2,37.9,0.01286,0.00332,0.00598,0.0019,0.08442,0.08183,0.02756,7.03,-23.2,-19.8,16.2,0.0901,0.01286,0.00332,0.08442,0.02756
Japanese,F,ppt,ppt_jpn,13,4,pol,polite,7.429,232.9,228.6,33.3,186.7,336.2,149.5,94.19,94.04,2.41,10.82,20.99,10.17,68.9,59.6,41.8,0.01002,0.00249,0.00464,0.0009,0.08448,0.05945,0.02493,7.7,-22.5,-25.1,20.1,0.0785,0.01002,0.00249,0.08448,0.02493
Japanese,F,ppt,ppt_jpn,13,5,cas,casual,12.514,253.8,234.1,54.6,92.1,359.1,267,95.45,94.45,3.78,-1.43,22.11,23.54,69,50.7,44.8,0.00951,0.00244,0.00439,0.001,0.08072,0.06105,0.02732,7.82,-18.4,-23.1,19.3,0.0767,0.00951,0.00244,0.08076,0.02734
Japanese,F,ppt,ppt_jpn,13,5,pol,polite,17.318,218.7,219.3,47.3,85.3,317.8,232.4,92.76,93.32,4.51,-2.75,19.99,22.73,69.3,58,43.1,0.01057,0.00289,0.00499,0.0012,0.07591,0.06516,0.02571,7.21,-20.7,-18,17.2,0.0945,0.01057,0.00289,0.07593,0.02568
Japanese,F,ppt,ppt_jpn,13,6,cas,casual,2.571,233.3,225.1,49.1,102.3,327.2,224.9,93.97,93.77,3.98,0.39,20.51,20.12,71.2,62.8,43.8,0.01389,0.00341,0.00598,0.0019,0.08441,0.07412,0.02631,4.9,-18.6,-23.6,14.9,0.1413,0.01389,0.00341,0.08441,0.02631
Japanese,F,ppt,ppt_jpn,13,6,pol,polite,6.3,228.9,243.8,44.5,96.1,288.3,192.2,93.59,95.16,4.43,-0.69,18.33,19.02,70.3,63.2,40.5,0.00862,0.00236,0.00455,0.0006,0.07431,0.05749,0.02227,11.8,-20,-17.7,19.9,0.0849,0.00862,0.00236,0.07431,0.02227
Japanese,F,ppt,ppt_jpn,2,1,pol,polite,16.408,224.6,214.6,39.8,167.8,341.1,173.2,93.48,92.94,2.95,8.97,21.24,12.27,65.3,58.2,39.5,0.0086,0.00214,0.00403,0.0009,0.08073,0.08376,0.02359,3,-14.1,-21,16.6,0.1066,0.0086,0.00214,0.08081,0.0236
Japanese,F,ppt,ppt_jpn,2,2,cas,casual,4.413,226.3,228.9,17.1,180.9,271.8,90.9,93.82,94.06,1.34,10.27,17.3,7.04,66.8,60.2,41.2,0.00611,0.00152,0.00257,0.0008,0.06813,0.0679,0.02305,1.88,-14.1,-22.9,17.3,0.073,0.00611,0.00152,0.06813,0.02305
Japanese,F,ppt,ppt_jpn,2,2,pol,polite,11.411,260.9,270,33.6,175.4,319.8,144.4,96.17,96.92,2.33,9.73,20.12,10.4,63.6,52.4,38.6,0.00817,0.00202,0.00399,0.0005,0.08735,0.08027,0.0272,5.12,-15.8,-24,16,0.1091,0.00817,0.00202,0.08735,0.0272
Japanese,F,ppt,ppt_jpn,2,3,cas,casual,2.151,218.6,220.2,34.5,166.9,298.6,131.7,93.06,93.39,2.71,8.87,18.94,10.07,63.7,51.1,41.5,0.01554,0.00463,0.00531,0.0011,0.09341,0.12605,0.03188,0.58,-14.2,-25.2,13.2,0.1257,0.01554,0.00463,0.09341,0.03188
Japanese,F,ppt,ppt_jpn,2,3,pol,polite,2.761,275.3,265.7,55.7,177.8,390.9,213.1,96.92,96.65,3.42,9.96,23.6,13.64,71.4,64.4,46.2,0.0109,0.00274,0.00537,0.0007,0.08967,0.08602,0.03378,2.59,-12.6,-25.2,13.8,0.1401,0.0109,0.00274,0.08967,0.03378
Japanese,F,ppt,ppt_jpn,2,4,cas,casual,2.083,272.6,262,83.7,168.7,458.8,290.1,96.3,96.4,5.22,9.06,26.37,17.32,72.1,63.1,48.1,0.01187,0.00193,0.00373,0.0012,0.10531,0.15116,0.03407,2.27,-13.7,-18.4,13.9,0.0807,0.01187,0.00193,0.10531,0.03407
Japanese,F,ppt,ppt_jpn,2,4,pol,polite,3.369,232.1,232.9,27,169.9,294.4,124.5,94.18,94.37,2.05,9.18,18.7,9.52,61.2,54.9,37.4,0.00901,0.00233,0.00425,0.0005,0.08054,0.08247,0.02874,4.89,-16.4,-23.7,15.5,0.092,0.00901,0.00233,0.08054,0.02874
Japanese,F,ppt,ppt_jpn,2,5,cas,casual,19.207,243.2,247.7,51.4,158.6,381.2,222.6,94.72,95.43,3.68,7.98,23.17,15.19,66.1,54.9,41.6,0.00871,0.00211,0.00408,0.0009,0.09776,0.08529,0.03867,-0.11,-14.4,-23.7,14.3,0.1197,0.00871,0.00211,0.09775,0.03868
Japanese,F,ppt,ppt_jpn,2,5,pol,polite,10.403,237,243.4,38.7,130.6,321.2,190.5,94.4,95.12,3.18,4.63,20.2,15.57,65.6,58.4,40.4,0.0082,0.00241,0.00405,0.001,0.0846,0.08739,0.02858,-2.65,-14.5,-22,15.3,0.0899,0.0082,0.00241,0.08466,0.0286
Japanese,F,ppt,ppt_jpn,2,6,cas,casual,2.44,202,196.3,34.2,150.2,293.6,143.4,91.67,91.4,2.75,7.07,18.65,11.58,63.7,56.1,36,0.01192,0.00306,0.00603,0.0008,0.09392,0.10359,0.03178,6.03,-15,-21.1,11.7,0.1385,0.01192,0.00306,0.09359,0.03177
Japanese,F,ppt,ppt_jpn,2,6,pol,polite,5.943,283.7,281.7,31.5,203.8,357,153.2,97.67,97.66,1.95,12.33,22.02,9.69,71.4,62.1,43.2,0.00766,0.00186,0.004,0.0005,0.09248,0.10816,0.02789,0.72,-11.5,-24.1,16.4,0.1182,0.00766,0.00186,0.09248,0.02789
Japanese,F,ppt,ppt_jpn,3,1,cas,casual,18.803,211.9,205.1,39.2,78.4,313.3,234.9,92.42,92.16,3.26,-4.21,19.77,23.98,67,57.5,42.8,0.01015,0.00261,0.00488,0.001,0.06858,0.06836,0.02022,2.18,-13.6,-19.5,16.2,0.0983,0.01015,0.00261,0.06856,0.02024
Japanese,F,ppt,ppt_jpn,3,1,pol,polite,33.22,206.1,205.7,26.1,86.4,266,179.6,92.09,92.21,2.33,-2.53,16.87,19.4,65.8,55.7,41.7,0.00876,0.00259,0.00475,0.0008,0.07257,0.06735,0.02403,2.3,-15.6,-19.9,16.7,0.0875,0.00876,0.00259,0.07257,0.02403
Japanese,F,ppt,ppt_jpn,3,2,cas,casual,9.401,217.6,222.1,31.5,106.3,327.9,221.5,92.99,93.54,2.73,1.07,20.56,19.49,66,56.7,41.2,0.00959,0.00293,0.00523,0.0006,0.0809,0.08174,0.022,4.91,-15.6,-18.7,16.5,0.0938,0.00959,0.00293,0.0809,0.022
Japanese,F,ppt,ppt_jpn,3,2,pol,polite,9.636,227.8,227.4,15.7,171.5,277.2,105.7,93.94,93.95,1.21,9.34,17.65,8.31,67.2,61.6,42.2,0.008,0.00224,0.00439,0.0004,0.07294,0.06815,0.0237,2.77,-17.2,-19.7,17,0.0986,0.008,0.00224,0.07294,0.0237
Japanese,F,ppt,ppt_jpn,3,3,cas,casual,1.959,243.8,236.5,37.7,177.8,319.8,142,94.95,94.63,2.69,9.97,20.12,10.15,72.6,70,43.9,0.01253,0.00282,0.0056,0.0008,0.10651,0.08343,0.0491,1.58,-12.3,-19.6,12.7,0.1355,0.01253,0.00282,0.10651,0.0491
Japanese,F,ppt,ppt_jpn,3,3,pol,polite,6.894,221.8,225.1,25.2,160.2,267.9,107.7,93.4,93.77,2.06,8.16,17.06,8.9,65.4,56.5,40.8,0.01002,0.003,0.00532,0.0006,0.07664,0.07996,0.02039,3.19,-16.8,-20.2,17.2,0.1109,0.01002,0.003,0.07664,0.02039
Japanese,F,ppt,ppt_jpn,3,4,cas,casual,3.565,229.5,212.7,48.2,162.3,323.2,161,93.73,92.79,3.59,8.39,20.31,11.92,67.9,62.5,43.4,0.01126,0.00194,0.00402,0.0011,0.08634,0.07497,0.02615,4.35,-16.3,-19.9,16.3,0.0718,0.01126,0.00194,0.08652,0.02619
Japanese,F,ppt,ppt_jpn,3,4,pol,polite,7.051,219.6,226.1,32.6,170.2,315,144.8,93.16,93.85,2.55,9.21,19.87,10.65,66.5,59.2,42.5,0.00862,0.00244,0.0048,0.0009,0.08136,0.08604,0.02484,1.3,-14.6,-21.7,17,0.1155,0.00862,0.00244,0.08128,0.02488
Japanese,F,ppt,ppt_jpn,3,5,cas,casual,10.263,228.5,231.5,41.8,156,315.6,159.7,93.74,94.26,3.24,7.7,19.9,12.2,67.1,62.3,40,0.00911,0.0022,0.00403,0.0009,0.08481,0.07043,0.02717,4.46,-15,-20.9,16.8,0.0807,0.00911,0.0022,0.08481,0.02717
Japanese,F,ppt,ppt_jpn,3,5,pol,polite,19.273,217.6,217.3,32.6,142.1,332.6,190.4,93,93.16,2.55,6.09,20.8,14.72,66.8,59.1,40.7,0.00921,0.00243,0.00463,0.0007,0.07444,0.07809,0.02187,2.74,-14.8,-19,16.4,0.0975,0.00921,0.00243,0.07444,0.02187
Japanese,F,ppt,ppt_jpn,3,6,cas,casual,2.437,222.4,217.3,45.4,161,319.5,158.5,93.22,93.16,3.44,8.25,20.11,11.86,69.2,61.7,42,0.01107,0.00278,0.00542,0.0009,0.08537,0.06828,0.02725,4.29,-11.7,-19.9,14.6,0.1092,0.01107,0.00278,0.08537,0.02725
Japanese,F,ppt,ppt_jpn,3,6,pol,polite,9.558,220.6,211.5,29.3,156.4,291.7,135.3,93.27,92.69,2.28,7.74,18.53,10.79,66,58,39.9,0.00957,0.00253,0.00506,0.0006,0.08353,0.08104,0.02332,4.76,-15.9,-22.2,17,0.0947,0.00957,0.00253,0.08353,0.02332
Japanese,F,ppt,ppt_jpn,5,1,cas,casual,9.396,215.9,212.1,27.3,168.8,290,121.2,92.91,92.75,2.17,9.07,18.4,9.33,70.1,65,43.5,0.0081,0.0025,0.00413,0.0009,0.07361,0.06217,0.02939,5.32,-17.2,-25.1,17.4,0.0902,0.0081,0.0025,0.07363,0.02939
Japanese,F,ppt,ppt_jpn,5,1,pol,polite,10.323,228.9,228.4,28.3,163.1,300.4,137.3,93.93,94.03,2.17,8.47,19.04,10.57,69.9,65.7,42.9,0.0064,0.00174,0.0034,0.0006,0.05929,0.05115,0.01937,7.28,-20.5,-23.5,20,0.0673,0.0064,0.00174,0.05931,0.01932
Japanese,F,ppt,ppt_jpn,5,2,cas,casual,5.434,227.6,221.5,23.5,185.2,330.6,145.3,93.87,93.49,1.74,10.68,20.7,10.02,72,68.6,44.5,0.00806,0.00215,0.00416,0.0004,0.06016,0.05076,0.0185,3.98,-16.2,-24.6,19.3,0.0739,0.00806,0.00215,0.06016,0.0185
Japanese,F,ppt,ppt_jpn,5,2,pol,polite,8.83,228.9,226.9,31.9,180.7,306.1,125.4,93.89,93.91,2.41,10.25,19.37,9.12,68.3,62.2,41.5,0.00933,0.00227,0.00395,0.001,0.07168,0.05695,0.02533,4.46,-18.7,-23.5,17.3,0.1055,0.00933,0.00227,0.07186,0.0254
Japanese,F,ppt,ppt_jpn,5,3,cas,casual,3.736,242.5,241.2,26.7,169.3,306,136.7,94.95,94.97,1.96,9.13,19.36,10.23,70.5,63.2,42.1,0.00716,0.00219,0.00393,0.0005,0.08049,0.05619,0.0296,8.13,-14.6,-21.5,17,0.1179,0.00716,0.00219,0.08049,0.0296
Japanese,F,ppt,ppt_jpn,5,3,pol,polite,4.981,236.9,255.5,48,86.6,294.3,207.7,94.11,95.97,4.88,-2.49,18.68,21.18,69.5,63.1,43.1,0.0097,0.00251,0.00461,0.0012,0.07876,0.0808,0.02261,6.01,-18.5,-26.5,18.1,0.0814,0.0097,0.00251,0.07876,0.02261
Japanese,F,ppt,ppt_jpn,5,4,cas,casual,6.113,222,220.1,25,154.6,284.4,129.9,93.43,93.38,1.97,7.54,18.09,10.56,70.4,66.5,41.2,0.00816,0.00251,0.0045,0.0006,0.06566,0.07019,0.02148,5.33,-16.8,-24.5,18.5,0.0777,0.00816,0.00251,0.06566,0.02148
Japanese,F,ppt,ppt_jpn,5,4,pol,polite,8.094,209.6,207.5,18.7,175.6,258,82.3,92.47,92.36,1.54,9.76,16.41,6.64,67.3,62.4,39.8,0.00857,0.00229,0.0044,0.0008,0.09477,0.08639,0.03265,5.09,-20.5,-23.7,16.4,0.1009,0.00857,0.00229,0.0946,0.03252
Japanese,F,ppt,ppt_jpn,5,5,cas,casual,10.924,216.4,227.3,39.8,84.4,300.1,215.8,92.69,93.94,4.05,-2.94,19.03,21.97,67.4,61.2,41.2,0.01039,0.00269,0.00484,0.0011,0.09561,0.07782,0.03508,5.5,-17.3,-25,16.3,0.1059,0.01039,0.00269,0.09557,0.03502
Japanese,F,ppt,ppt_jpn,5,5,pol,polite,16.471,220,210.3,32.2,164.9,296.9,131.9,93.2,92.6,2.46,8.66,18.81,10.15,68.2,61.7,41.5,0.00904,0.00244,0.00449,0.0009,0.07973,0.0781,0.02663,4.25,-18.7,-24.7,17.4,0.0842,0.00904,0.00244,0.07973,0.02663
Japanese,F,ppt,ppt_jpn,5,6,cas,casual,3.814,221.7,223.7,22.2,174.2,261.5,87.3,93.42,93.66,1.77,9.61,16.64,7.03,68.8,63.3,42.7,0.00979,0.00302,0.00477,0.0008,0.08088,0.06928,0.02956,2.24,-14.4,-21.9,14.9,0.1302,0.00979,0.00302,0.08088,0.02956
Japanese,F,ppt,ppt_jpn,5,6,pol,polite,4.585,252.8,263,33.3,179.9,306.6,126.7,95.62,96.47,2.35,10.17,19.4,9.23,69.2,63,42.3,0.00601,0.00146,0.00288,0.0005,0.07704,0.07362,0.02776,9.05,-17,-25.3,18.6,0.0816,0.00601,0.00146,0.07685,0.02763
Japanese,F,ppt,ppt_jpn,6,1,cas,casual,10.507,219.3,214.6,43.4,86.4,323.5,237.1,92.88,92.95,4.2,-2.53,20.25,22.77,71.7,64.1,43.2,0.00976,0.00227,0.00437,0.0012,0.07486,0.06859,0.02286,3.13,-18.8,-25.4,17.6,0.088,0.00976,0.00227,0.07475,0.02265
Japanese,F,ppt,ppt_jpn,6,1,pol,polite,35.409,221.5,217.6,20.5,175.5,304,128.5,93.42,93.18,1.57,9.74,19.25,9.51,69.6,65.1,38.5,0.0093,0.00254,0.00486,0.0006,0.08011,0.07478,0.02669,7.76,-21.1,-25,18,0.0847,0.00911,0.00254,0.0801,0.02669
Japanese,F,ppt,ppt_jpn,6,2,cas,casual,4.703,237.1,235.2,26.6,191.9,311.3,119.5,94.57,94.53,1.93,11.28,19.66,8.38,73.1,69.5,41.5,0.01002,0.00269,0.00568,0.0005,0.08095,0.07869,0.02125,2.85,-18.7,-25.1,18,0.0968,0.01002,0.00269,0.08095,0.02125
Japanese,F,ppt,ppt_jpn,6,2,pol,polite,8.651,238.2,237.2,18,187.1,296.1,109,94.7,94.68,1.31,10.91,18.79,7.88,72.6,70.5,41.2,0.00833,0.00228,0.00458,0.0003,0.07582,0.0707,0.02246,6.3,-22.7,-25.7,19.1,0.0719,0.00833,0.00228,0.07582,0.02246
Japanese,F,ppt,ppt_jpn,6,3,cas,casual,2.577,231.6,219.9,37.5,171.5,325.1,153.6,94.05,93.37,2.74,9.35,20.41,11.06,72.4,68.4,42.5,0.01013,0.0021,0.00408,0.0007,0.09099,0.10728,0.02481,5.64,-16.8,-25.6,16.1,0.0986,0.01013,0.0021,0.09099,0.02481
Japanese,F,ppt,ppt_jpn,6,3,pol,polite,5.988,243.3,242.4,31.7,186.8,325.9,139.1,94.98,95.06,2.21,10.82,20.45,9.63,73.7,67.2,44.6,0.00931,0.0025,0.00496,0.0005,0.07702,0.07628,0.02617,5.08,-18.3,-26.9,17.6,0.0742,0.00931,0.0025,0.07702,0.02617
Japanese,F,ppt,ppt_jpn,6,4,cas,casual,5.617,224,222.9,43.3,84.1,321.9,237.9,93.26,93.61,4.19,-3.01,20.24,23.25,71.4,64.3,44.7,0.01038,0.00289,0.00553,0.0011,0.09439,0.08104,0.03057,5.48,-22.5,-27.1,17.6,0.0722,0.01038,0.00289,0.09439,0.03057
Japanese,F,ppt,ppt_jpn,6,4,pol,polite,7.474,231.9,232.1,34.9,169.6,315.4,145.8,94.09,94.3,2.65,9.16,19.89,10.73,70.7,64.6,41.7,0.00991,0.00274,0.00542,0.0007,0.08537,0.07037,0.03082,10.64,-19.4,-22.8,17,0.0911,0.00991,0.00274,0.08537,0.03082
Japanese,F,ppt,ppt_jpn,6,5,cas,casual,11.338,234.8,233.8,37,169,359.5,190.5,94.29,94.43,2.72,9.09,22.15,13.06,70.6,64.7,44.1,0.00911,0.00238,0.00475,0.0007,0.07175,0.06705,0.02143,5.01,-20.3,-27.6,19.2,0.0688,0.00911,0.00238,0.07178,0.02138
Japanese,F,ppt,ppt_jpn,6,5,pol,polite,24.455,240.8,240.4,31.6,171.1,341.6,170.5,94.79,94.91,2.27,9.31,21.27,11.96,70.6,64.4,43.7,0.00792,0.00218,0.00412,0.0006,0.07026,0.06273,0.02297,5.11,-16.4,-25.5,18.7,0.0809,0.00792,0.00218,0.07027,0.02297
Japanese,F,ppt,ppt_jpn,6,6,cas,casual,8.296,235.1,232,36.4,178.4,331.1,152.7,94.32,94.3,2.63,10.02,20.73,10.71,74.1,70.2,43.9,0.00852,0.00229,0.00445,0.0006,0.07237,0.0642,0.01975,5.25,-18.7,-20.8,19.2,0.0709,0.00852,0.00229,0.07237,0.01975
Japanese,F,ppt,ppt_jpn,6,6,pol,polite,28.173,213,209.9,23.6,112.9,289.9,177,92.71,92.56,1.89,2.13,18.43,16.3,70.5,64.3,41.6,0.01006,0.00282,0.00565,0.0006,0.08137,0.08071,0.02448,6.44,-21.5,-24.3,17.6,0.0873,0.01006,0.00282,0.08142,0.02446
Japanese,F,ppt,ppt_jpn,7,1,cas,casual,10.905,215.5,211.1,20.7,182.1,277.2,95.1,92.94,92.66,1.63,10.39,17.65,7.26,63.1,58.9,35.9,0.00948,0.00247,0.00474,0.0007,0.08265,0.07808,0.03126,2.21,-12,-21,15.4,0.1039,0.00948,0.00247,0.08265,0.03126
Japanese,F,ppt,ppt_jpn,7,1,pol,polite,37.523,221.3,221.6,17.9,182.1,279,97,93.42,93.5,1.4,10.37,17.76,7.39,62.4,49.8,37.4,0.0076,0.00201,0.00373,0.0006,0.07326,0.06469,0.02813,3.16,-15.5,-20.1,17.3,0.0761,0.0076,0.00201,0.07325,0.02814
Japanese,F,ppt,ppt_jpn,7,2,cas,casual,7.235,233.3,229.4,21.4,194.6,287.9,93.3,94.32,94.1,1.56,11.53,18.3,6.78,66.8,60.5,38.6,0.00674,0.0018,0.00343,0.0005,0.08408,0.06841,0.03088,1.04,-13,-23.5,16.3,0.0773,0.00674,0.0018,0.08408,0.03088
Japanese,F,ppt,ppt_jpn,7,2,pol,polite,13.078,224.4,222.2,19.5,121.2,284.1,162.9,93.65,93.55,1.58,3.33,18.08,14.75,63.1,49.6,37.1,0.009,0.00275,0.00529,0.0006,0.0764,0.05917,0.02821,2.13,-15.7,-22,16.5,0.1116,0.009,0.00275,0.07633,0.02819
Japanese,F,ppt,ppt_jpn,7,3,cas,casual,3.757,252.2,256.1,25.9,191.6,315,123.4,95.65,96,1.81,11.26,19.87,8.6,66.3,43.8,41.6,0.01042,0.00235,0.00485,0.0006,0.06672,0.06558,0.0198,-0.53,-11.2,-23.2,15.5,0.0843,0.01042,0.00235,0.06672,0.0198
Japanese,F,ppt,ppt_jpn,7,3,pol,polite,4.73,237.3,238.5,20.7,201.1,278.1,77.1,94.62,94.78,1.53,12.09,17.71,5.62,67,55.4,40.4,0.00829,0.00207,0.0043,0.0004,0.08892,0.07665,0.03073,0.62,-14.1,-25.6,16.2,0.0831,0.00829,0.00207,0.08892,0.03073
Japanese,F,ppt,ppt_jpn,7,4,cas,casual,7.235,229.3,221.4,26.6,193.2,321,127.7,93.98,93.49,1.89,11.41,20.19,8.78,68.9,54.6,43.8,0.00798,0.00242,0.0047,0.0005,0.07725,0.06882,0.0232,-0.51,-11.5,-22.7,17.1,0.0896,0.00798,0.00242,0.07725,0.0232
Japanese,F,ppt,ppt_jpn,7,4,pol,polite,13.496,224,222.8,17.9,190.7,277.9,87.2,93.63,93.59,1.36,11.18,17.69,6.52,63.5,53.6,37.4,0.00757,0.00221,0.00418,0.0004,0.08432,0.07022,0.03421,2.63,-14.4,-23.3,16.8,0.0716,0.00757,0.00221,0.0843,0.03419
Japanese,F,ppt,ppt_jpn,7,5,cas,casual,14.191,228.4,225.4,28.3,178.3,313.5,135.3,93.9,93.79,2.09,10.01,19.77,9.75,62.1,53.2,37.1,0.0089,0.00251,0.00501,0.0005,0.08703,0.0811,0.03179,2.07,-14.3,-22.6,16.1,0.0921,0.0089,0.00251,0.08703,0.03179
Japanese,F,ppt,ppt_jpn,7,5,pol,polite,17.252,221.9,215.5,25.3,179.7,310.5,130.9,93.42,93.02,1.93,10.14,19.61,9.47,63.4,55.7,36.5,0.0088,0.00252,0.00487,0.0005,0.07921,0.06976,0.02755,1.36,-14.2,-18.9,16,0.0986,0.0088,0.00252,0.07921,0.02755
Japanese,F,ppt,ppt_jpn,7,6,cas,casual,15.774,225.2,223.2,22.7,185.5,294.4,108.9,93.69,93.63,1.72,10.69,18.69,8,64.8,57.7,38.1,0.00758,0.00205,0.00391,0.0005,0.07545,0.07318,0.0276,2.52,-14.6,-22.5,17.8,0.0691,0.00758,0.00205,0.07545,0.0276
Japanese,F,ppt,ppt_jpn,7,6,pol,polite,22.817,216.5,212.4,18.3,186.8,286.2,99.4,93.04,92.77,1.41,10.82,18.21,7.38,61.6,51.6,36.2,0.00732,0.00197,0.00387,0.0004,0.08213,0.06907,0.03128,2.53,-14.4,-21.9,16.8,0.0854,0.00732,0.00197,0.082,0.03122
Japanese,F,ppt,ppt_jpn,8,1,cas,casual,8.537,235.3,236.7,37,177,329.6,152.7,94.33,94.64,2.72,9.89,20.65,10.76,75.7,71,46.5,0.00825,0.00203,0.0038,0.0007,0.07209,0.06226,0.02535,1.87,-14.9,-22,17.3,0.0836,0.00825,0.00203,0.07205,0.02536
Japanese,F,ppt,ppt_jpn,8,1,pol,polite,22.244,213.8,219,33.9,88.7,288.8,200.2,92.59,93.3,3.41,-2.07,18.36,20.44,73.8,68.8,48.5,0.00638,0.0018,0.00334,0.0009,0.07453,0.06252,0.03056,1.75,-17.3,-20.8,17.8,0.067,0.00638,0.0018,0.07455,0.03057
Japanese,F,ppt,ppt_jpn,8,2,cas,casual,4.91,244.3,235.8,39.3,190.7,348.5,157.8,94.98,94.57,2.69,11.18,21.61,10.44,75.7,71.6,44.1,0.00956,0.00206,0.00416,0.0006,0.10235,0.11274,0.03151,1.28,-14.6,-19.4,17,0.0705,0.00956,0.00206,0.10235,0.03151
Japanese,F,ppt,ppt_jpn,8,2,pol,polite,16.942,226.5,226.5,17.6,181.3,289.8,108.5,93.83,93.88,1.35,10.3,18.42,8.12,70.3,56.7,45.2,0.00715,0.00191,0.00366,0.0004,0.07701,0.06549,0.02682,4.62,-15.1,-21.6,18.7,0.0657,0.00715,0.00191,0.07701,0.02682
Japanese,F,ppt,ppt_jpn,8,3,cas,casual,1.357,244.8,257.7,71.9,95,320.3,225.3,94.13,96.11,6.83,-0.9,20.15,21.04,78.3,75.2,40.8,0.01233,0.00361,0.00649,0.0017,0.08506,0.10708,0.02672,1.48,-14.5,-20.8,15.3,0.0975,0.01233,0.00361,0.08506,0.02672
Japanese,F,ppt,ppt_jpn,8,3,pol,polite,3.29,233,232.9,22.9,187,272.4,85.4,94.28,94.36,1.75,10.84,17.35,6.51,73.3,68.2,43.9,0.00726,0.00205,0.00393,0.0004,0.07335,0.06137,0.03018,1.64,-13.5,-21.6,17.4,0.0855,0.00726,0.00205,0.07335,0.03018
